                                       +-CASEANY-----+
                                       +-CASEIGNORE--+
                                       +-IGNORECASE--+
                                       +-CASELESS----+
','&#x25B6;&#x25B6;--ABBREViation-(1)--+-----------------------------------+---&#x25B6;&#x25C4;
                       +-<span class=var>word</span>-+-------------------------+--+
                              +-<span class=var>number</span>-+-------------+--+
                                       +-ANYcase-(2)-+
                                       +-CASEANY-----+
                                       +-CASEIGNORE--+
                                       +-IGNORECASE--+
                                       +-CASELESS----+
','<li>(1) ABBREViation must be ABBREV in CMS</li>
<li>(2) ANYcase must be ANYCASE in CMS </li></ul></p-note>
',
'acigroup',0,1,'Write ACI Group for Users','','','Not implemented in Netrexx Pipelines.',
'addrdw',0,1,'Prefix Record Descriptor Word to Records','','','Not implemented in Netrexx Pipelines.',
'adrspace',0,1,'Manage Address Spaces','','','Not implemented in Netrexx Pipelines.',
'aftfst',0,1,'Write Information about Open Files','','','Not implemented in Netrexx Pipelines.',
'aggrc',1,1,'Compute Aggregate Return Code','>>--AGGRC--><','&#x25B6;&#x25B6;--AGGRC--&#x25B6;&#x25C4;
','',
'all',0,1,'Select Lines Containing Strings (or Not)','','','Not implemented in Netrexx Pipelines.',
'alserv',0,1,'Manage the Virtual Machine''s Access List','','','Not implemented in Netrexx Pipelines.',
'apldecode',0,1,'Process Graphic Escape Sequences, Old APL language','','','Not implemented in Netrexx Pipelines.',
'aplencode',0,1,'Generate Graphic Escape Sequences, Old APL language','','','Not implemented in Netrexx Pipelines.',
'append',1,1,'Put Output from a Device Driver after Data on the Primary Input Stream','>>--APPEND--string------><','&#x25B6;&#x25B6;--APPEND--<span class=var>string</span>------&#x25B6;&#x25C4;
','',
'array',1,0,'','','','',
'arraya',1,0,'','','','',
'arrayr',1,0,'','','','',
'arrayw',1,0,'','','','',
'asatomc',0,1,'Convert ASA Carriage Control to CCW Operation Codes. Old printer control','','','Not implemented in Netrexx Pipelines.',
'asmcont',0,1,'Join Multiline Assembler Statements','','','Not implemented in Netrexx Pipelines.',
'asmfind',0,1,'Select Statements from an Assembler File as XEDIT Find','','','Not implemented in Netrexx Pipelines.',
'asmnfind',0,1,'Select Statements from an Assembler File as XEDIT NFind','','','Not implemented in Netrexx Pipelines.',
'asmxpnd',0,1,'Expand Joined Assembler Statements','','','Not implemented in Netrexx Pipelines.',
'beat',0,1,'Mark when Records Do not Arrive within Interval','','','Not implemented in Netrexx Pipelines.',
'between',1,1,'Select Records Between Labels',' >>--BETWEEN--+-------------+--+-delimitedString1-+-+-delimitedString2-+---><
              +-ANYcase-----+  +-Xhexstring1------+ +-Xhexstring2------+
              +-CASEANY-----+  +-Hhexstring1------+ +-Hhexstring2------+
              +-CASEIGNORE--+  +-Bbinstring1------+ +-Bbinstring2------+
              +-IGNORECASE--+                       +-n----------------+
              +-CASELESS----+
','&#x25B6;&#x25B6;--BETWEEN--+-------------+--+-<span class=var>delimitedString1</span>-+-+-<span class=var>delimitedString2</span>-+---&#x25B6;&#x25C4;
              +-ANYcase-----+  +-<span class=var>Xhexstring1</span>------+ +-<span class=var>Xhexstring2</span>------+
              +-CASEANY-----+  +-<span class=var>Hhexstring1</span>------+ +-<span class=var>Hhexstring2</span>------+
              +-CASEIGNORE--+  +-<span class=var>Bbinstring1</span>------+ +-<span class=var>Bbinstring2</span>------+
              +-IGNORECASE--+                       +-<span class=var>n</span>----------------+
              +-CASELESS----+
','',
'block',0,1,'Block to an External Format','','','Not implemented in Netrexx Pipelines.',
'browse',0,1,'Display Data on a 3270 Terminal','','','Not implemented in Netrexx Pipelines.',
'buffer',1,1,'',' >>--BUFFER--+-----------------------------+--------><
             +-number--+-----------------+-+
                       +-delimitedString-+
','&#x25B6;&#x25B6;--BUFFER--+-----------------------------+--------&#x25B6;&#x25C4;
             +-<span class=var>number</span>--+-----------------+-+
                       +-<span class=var>delimitedString</span>-+
','',
'casei',1,1,'Run Selection Stage in Case Insensitive Manner',' >>--CASEI--stage-------><
','&#x25B6;&#x25B6;--CASEI--<span class=var>stage</span>-------&#x25B6;&#x25C4;
','',
'change',1,1,'Substitute Contents of Records',' >>--CHANGE--+-------------+--+-----------------+---------------------------->
             +-ANYcase-----+  +-inputRange------+
             +-CASEANY-----+  |    ?-------+    |
             +-CASEIGNORE--+  +-(----range-+--)-+
             +-IGNORECASE--+
             +-CASELESS----+

 >--+-| changeString |-----------------+--+-----------+----------------- >>
    +-delimitedString--delimitedString-+  +-numorstar-+

changeString:
|--delimiter--string--delimiter--string--delimiter----------------------|
','&#x25B6;&#x25B6;--CHANGE--+-------------+--+-----------------+---------------------------->
             +-ANYcase-----+  +-<span class=var>inputRange</span>------+
             +-CASEANY-----+  |    &#x2B10;-------+    |
             +-CASEIGNORE--+  +-(----<span class=var>range</span>-+--)-+
             +-IGNORECASE--+
             +-CASELESS----+

&#x25B6;--+-| changeString |-----------------+--+-----------+-----------------&#x25B6;&#x25C4;
&#x2002;&#x2004;  +-<span class=var>delimitedString</span>--<span class=var>delimitedString</span>-+  +-<span class=var>numorstar</span>-+

<span class=def>changeString</span>:
|--<span class=var>delimiter</span>--<span class=var>string</span>--<span class=var>delimiter</span>--<span class=var>string</span>--<span class=var>delimiter</span>----------------------|
','',
'chop',1,1,'Truncate the Record','                   +--80----------------+
 >>--+--CHOP----+--+--------------------+--><
     +-TRUNCate-+  +-snumber------------|
                   +--| stringtarget |--+
stringtarget:
 |--+-------------+--+---------------------------+-+-----+--| target |--|
    +-ANYcase-----+  |  +-BEFORE-+               | +-NOT-+
    +-CASEANY-----+  +--+---------+--+--------+--+
    +-CASEIGNORE--+     +-snumber-+  +-AFTER--+
    +-IGNORECASE--+
    +-CASELESS----+

target:
 |--+--xrange-----------------------+--|
    +--+-STRing--+--delimitedString-+
       +--ANYof--+
','                   +--80----------------+
&#x25B6;&#x25B6;--+--CHOP----+--+--------------------+--&#x25B6;&#x25C4;
     +-TRUNCate-+  +-<span class=var>snumber</span>------------|
                   +--| stringtarget |--+
<span class=def>stringtarget</span>:
 |--+-------------+--+---------------------------+-+-----+--| target |--|
    +-ANYcase-----+  |  +-BEFORE-+               | +-NOT-+
    +-CASEANY-----+  +--+---------+--+--------+--+
    +-CASEIGNORE--+     +-<span class=var>snumber</span>-+  +-AFTER--+
    +-IGNORECASE--+
    +-CASELESS----+

<span class=def>target</span>:
 |--+--<span class=var>xrange</span>-----------------------+--|
    +--+-STRing--+--<span class=var>delimitedString</span>-+
       +--ANYof--+
','',
'cipher',0,1,'Encrypt and Decrypt Using a Block Cipher','','','Not implemented in Netrexx Pipelines.',
'ckddeblock',0,1,'Deblock Track Data Record','','','Not implemented in Netrexx Pipelines.',
'cmd',1,1,'Issue OS Commands, Write Response to Pipeline',' >>--+-CMD-----+--+----------+-------------><
     +-COMMAND-+  +--string--+
','&#x25B6;&#x25B6;--+-CMD-----+--+----------+-------------&#x25B6;&#x25C4;
     +-COMMAND-+  +--<span class=var>string</span>--+</SPAN>
','',
'cms',0,1,'Issue CMS Commands, Write Response to Pipeline','','','''',
'collate',0,1,'Collate Streams','','','Not implemented in Netrexx Pipelines.',
'combine',0,1,'Combine Data from a Run of Records','','','Not implemented in Netrexx Pipelines.',
'command',1,1,'Issue OS Commands, Write Response to Pipeline',' >>--+-CMD-----+--+----------+-------------><
     +-COMMAND-+  +--string--+
','&#x25B6;&#x25B6;--+-CMD-----+--+----------+-------------&#x25B6;&#x25C4;
     +-COMMAND-+  +--<span class=var>string</span>--+</SPAN>
','',
'comment',1,0,'Comment stage','','&#x25B6;&#x25B6;--+--comment--+--+----------+-----&#x25B6;&#x25C4;
     + -- -------+  +--<span class=var>string</span>--+
','',
'compare',1,0,'Compare Primary and Secondary Streams, Write the Result','              +-TRINARY-+  (1)                   +-PAD SPACE-+
 >>--COMPARE--+-----------------+------------+---+-----------+---------------------><
              +-BINARY--+  (2)               |   +-PAD-xorc--+
              |                              |
              | ?-------------------------+  |
              +--ANY delimitedString------+--+   (4) (5)
              +--EQUAL delimitedString----+      (4)
              +--LESS delimitedString-----+  (3) (4)
              +--MORE delimitedString-----+  (3) (4)
              +--NOTEQUAL delimitedString-+      (4)
','              +-TRINARY-+  (1)                   +-PAD SPACE-+
&#x25B6;&#x25B6;--COMPARE--+-----------------+------------+---+-----------+---------------------&#x25B6;&#x25C4;
              +-BINARY--+  (2)               |   +-PAD-<span class=var>xorc</span>--+
              |                              |
              | &#x2B10;-------------------------+  |
              +--ANY <span class=var>delimitedString</span>------+--+   (4) (5)
              +--EQUAL <span class=var>delimitedString</span>----+      (4)
              +--LESS <span class=var>delimitedString</span>-----+  (3) (4)
              +--MORE <span class=var>delimitedString</span>-----+  (3) (4)
              +--NOTEQUAL <span class=var>delimitedString</span>-+      (4)
','<p-note><ul><li>
         (1) 1 = Primary is shorter/less, 0 = equal, 1 = Secondary is
      shorter/less
       <li>  (2) 0 = equal, 1 = not equal
       <li>  (3) Primary is LESS/shorter (or MORE/longer) than secondary
       <li>  (4) <I>DStrings</I> can use any of the following escapes (or the
      lowercase) for the unequal situation:
      <ul>
        <li>\C (count) for the record number,
        <li>\B (byte) for column number
        <li>\P (primary) for the primary stream record
        <li>\S (secondary) for the secondary stream record
        <li>\L (Least) for then stream number that is shortest, -1 if equal
        <li>\M (Most) for the stream number that is longest, -1 if equal
      </ul>
       <li>  (5) Equal or not, this DString precedes any of the others.
      <li>Pipes for NetRexx only.
       </li></ul></p-note>
',
'configure',0,1,'Set and Query CMS Pipelines Confguration Variables','','','Not implemented in Netrexx Pipelines.',
'console',1,1,'Read or Write the Terminal in Line Mode','                                             { CMS Only                 }
                                             {                          }
 >>--+-CONSole--+--+----------------------+- { -+----------------+----- } ----><
     +-TERMinal-+  +-EOF--delimitedString-+  {  +-DIRECT---------+      }
                   +-NOEOF----------------+  {  +-ASYNchronously-+      }
                                             {  +-DARK-----------+      }
','                                             { CMS Only                 }
                                             {                          }
&#x25B6;&#x25B6;--+-CONSole--+--+----------------------+- { -+----------------+----- } ----&#x25B6;&#x25C4;
     +-TERMinal-+  +-EOF--<span class=var>delimitedString</span>-+  {  +-DIRECT---------+      }
                   +-NOEOF----------------+  {  +-ASYNchronously-+      }
                                             {  +-DARK-----------+      }
','',
'copy',1,1,'Copy Records, Allowing for a One Record Delay',' >>--COPY---------><','&#x25B6;&#x25B6;--COPY---------&#x25B6;&#x25C4;
','',
'count',1,1,'Count Lines, Blank-delimited Words, and Bytes','            v-------------------+
 >>--COUNT-----+--CHARACTErs--+--+--------><
               +--WORDS-------+
               +--LINES-------+
               +--MINline-----+
               +--MAXline-----+
','            &#x2B10;-------------------+
&#x25B6;&#x25B6;--COUNT-----+--CHARACTErs--+--+--------&#x25B6;&#x25C4;
               +--WORDS-------+
               +--LINES-------+
               +--MINline-----+
               +--MAXline-----+
','',
'cp',0,1,'Issue CP Commands, Write Response to Pipeline','','','Not implemented in Netrexx Pipelines.',
'crc',0,1,'Compute Cyclic Redundancy Code','','','Not implemented in Netrexx Pipelines.',
'c14to38',0,1,'Combine Overstruck Characters to Single Code Point. Old printer.','','','',
'dam',0,1,'Pass Records Once Primed','>>--DAM-------------><','&#x25B6;&#x25B6;--DAM-------------&#x25B6;&#x25C4;
','',
'dateconvert',0,1,'Convert Date Formats','','','Not implemented in Netrexx Pipelines.',
'deal',1,1,'Pass Input Records to Output Streams Round Robin','           +-STOP--ALLEOF--------------------+
 >>--DEAL--+---------------------------------+--------><
           +-STOP--+-ALLEOF-(2)+-------------+
           |       +-ANYEOF----+             |
           |       +-number----+             |
           +-SECONDARY--+-----------+--------+
           |            +-RELEASE---+        |
           |            +-LATCH-(1)-+        |
           +-KEY--inputRange--+-------+------+
           |                  +-STRIP-+      |
           +-STREAMid--inputRange--+-------+-+
                                   +-STRIP-+
','           +-STOP--ALLEOF--------------------+
&#x25B6;&#x25B6;--DEAL--+---------------------------------+--------&#x25B6;&#x25C4;
           +-STOP--+-ALLEOF-(2)+-------------+
           |       +-ANYEOF----+             |
           |       +-<span class=var>number</span>----+             |
           +-SECONDARY--+-----------+--------+
           |            +-RELEASE---+        |
           |            +-LATCH-(1)-+        |
           +-KEY--<span class=var>inputRange</span>--+-------+------+
           |                  +-STRIP-+      |
           +-STREAMid--<span class=var>inputRange</span>--+-------+-+
                                   +-STRIP-+
','<p-note><ul>
  <li>(1) Not yet in NetRexx Pipelines
  <li>(2) Not CMS

     <li> Since Java dispatches the stage threads,  DEAL may not see a sever
      immediately, as the severing thread can get multitasked.  This can
     make options like ''ANYEOF'' work in unexpected ways.
</li></ul></p-note>
',
'deblock',1,1,'Deblock External Data Formats','              +--FIXED--n--+-------------+-------------------------+
              |            +--PAD--xorc--+                         |
>>--DEBLOCK--+----------------------------------------------------+------?<
              +--+--C-----------------+--+-------------+--+--------+
                 +--J-----------------+  +--TERMINATE--+  +--EOF---+
                 +--CRLF--------------+
                 +--LINEND xorc-------+
                 +--STRING--/string/--+
','              +--FIXED--<span class=var>n</span>--+-------------+-------------------------+
              |            +--PAD--<span class=var>xorc</span>--+                         |
&#x25B6;&#x25B6;--DEBLOCK--+----------------------------------------------------+-------&#x25B6;&#x25C4;
              +--+--C-----------------+--+-------------+--+--------+
                 +--J-----------------+  +--TERMINATE--+  +--EOF---+
                 +--CRLF--------------+
                 +--LINEND <span class=var>xorc-------+</span>
                 +--STRING--<span class=var>/string/</span>--+
','<p-note><ul>
      <li>  CMS has many more mainframe centric formats that NetRexx Pipelines does not process.
</li></ul></p-note>
',
'delay',0,1,'Suspend Stream','','','Not implemented in Netrexx Pipelines.',
'devinfo',0,1,'Write Device Information','','','Not implemented in Netrexx Pipelines.',
'dfsort',0,1,'Interface to DFSORT/CMS','','','Not implemented in Netrexx Pipelines.',
'diage4',0,1,'Submit Diagnose E4 Requests','','','Not implemented in Netrexx Pipelines.',
'digest',0,1,'Compute a Message Digest','','','Not implemented in Netrexx Pipelines.',
'dict',1,0,'Read or Write a Dictionary','','','<p-note><ul><li>Pipes for NetRexx only.</li></ul></p-note>
',
'disk',1,0,'Read a File','>>--DISK--string--><','&#x25B6;&#x25B6;--DISK--<span class=var>string</span>--&#x25B6;&#x25C4;','<p-note><ul><li>
As in CMS, equivalent to diskr (Pipes for NetRexx Only) or <b>&lt;</b>.
</li></ul></p-note>
',
'diska',1,0,'Append to or Create a File','>>--DISKA--string--><','&#x25B6;&#x25B6;--DISKA--<span class=var>string</span>--&#x25B6;&#x25C4;','<p-note><ul><li>
delegates to <b>diska</b>.
</li></ul></p-note>
',
'diskback',0,1,'Read a File Backwards','','','Not implemented in Netrexx Pipelines.',
'diskfast',0,1,'Read, Create, or Append to a File','','','Not implemented in Netrexx Pipelines.',
'diskid',0,1,'Map CMS Reserved Minidisk','','','Not implemented in Netrexx Pipelines.',
'diskr',1,0,'Read a File','>>--DISKR--string--><','&#x25B6;&#x25B6;--DISKR--<span class=var>string</span>--&#x25B6;&#x25C4;
','<p-note><ul><li>
As in CMS, equivalent to diskr (Pipes for NetRexx Only) or <b>&lt;</b>.
</li></ul></p-note>
',
'diskrandom',0,1,'Random Access a File','','','Not implemented in Netrexx Pipelines.',
'diskslow',0,1,'Read, Create, or Append to a File','','','Not implemented in Netrexx Pipelines.',
'diskupdate',0,1,'Replace Records in a File','','','Not implemented in Netrexx Pipelines.',
'diskw',1,1,'Replace or Create a File','>>-->--string--><','&#x25B6;&#x25B6;--<b>&gt;</b>--<span class=var>string</span>--&#x25B6;&#x25C4;','<p-note><ul><li>
delegates to <b>diskw</b>.
</li></ul></p-note>
',
'drop',1,1,'Discard Records from the Beginning or the End of the File','           +-FIRST-+  +-1----------+
 >>--DROP--+-------+--+------------+--+----------+-------><
           +-LAST--+  +-snumber-(2)+  +-BYTES-(1)+
                      +-*----------+
','           +-FIRST-+  +-1----------+
&#x25B6;&#x25B6;--DROP--+-------+--+------------+--+----------+-------&#x25B6;&#x25C4;
           +-LAST--+  +-<span class=var>snumber</span>-(2)+  +-BYTES-(1)+
                      +-*----------+
','<p-note><ul>
  <li> (1) Not CMS
  <li> (2) CMS: must be positive.
      <br>NetRexx Pipelines: negative reverses FIRST/LAST, so DROP FIRST -3 is the same as DROP LAST 3.
</li></ul></p-note>
',
'duplicate',1,1,'Copy Records','                       +-1-------+
 >>--DUPlicate (1)-----+---------+---------><
                       +-snumber-+
                       +-*-------+
','                       +-1-------+
&#x25B6;&#x25B6;--DUPlicate (1)-----+---------+---------&#x25B6;&#x25C4;
                       +-<span class=var>snumber</span>-+
                       +-*-------+
','<p-note><ul><li>
 (1) CMS is DUPlicat due to 8-character name limitation
</li></ul></p-note>
',
'elastic',1,1,'Buffer Sufficient Records to Prevent Stall','>>--ELASTIC----------><','&#x25B6;&#x25B6;--ELASTIC----------&#x25B6;&#x25C4; ','',
'eofback',0,1,'Run an Output Device Driver and Propagate End-of-?le Backwards','','','Not implemented in Netrexx Pipelines.',
'escape',0,1,'Insert Escape Characters in the Record','','','Not implemented in Netrexx Pipelines.',
'fanin',1,1,'Concatenate Streams',' >>--FANIN--+-------------+-------><
            | ?--------+ |
            +----stream-+-+
','&#x25B6;&#x25B6;--FANIN--+-------------+-------&#x25B6;&#x25C4;
            | &#x2B10;--------+ |
            +----<span class=var>stream</span>-+-+
','',
'faninany',1,1,'Copy Records from Whichever Input Stream Has One',' >>--FANINANY-+------------+-----><
              +-STRICT-(1)-+
','&#x25B6;&#x25B6;--FANINANY-+------------+-----&#x25B6;&#x25C4;
              +-STRICT-(1)-+
','<p-note><ul><li>
 (1) CMS only
</li></ul></p-note>
',
'fanintwo',0,1,'Pass Records to Primary Output Stream','','','Not implemented in Netrexx Pipelines.',
'fanout',1,1,'Copy Records from the Primary Input Stream to All Output Streams','             +-STOP--ALLEOF-----------+
 >>--FANOUT--+------------------------+--------><
             +-STOP--+-ANYEOF-------+-+
                     +-IMMEDIATe-(1)+
                     +-number-------+
','             +-STOP--ALLEOF-----------+
&#x25B6;&#x25B6;--FANOUT--+------------------------+--------&#x25B6;&#x25C4;
             +-STOP--+-ANYEOF-------+-+
                     +-IMMEDIATe-(1)+
                     +-<span class=var>number</span>-------+
','<p-note><ul><li>
  (1) CMS only
</li></ul></p-note>
',
'fanoutwo',0,1,'Copy Records from the Primary Input Stream to Both Output Streams','','','Not implemented in Netrexx Pipelines.',
'fbaread',0,1,'Read Blocks from a Fixed Block Architecture Drive','','','Not implemented in Netrexx Pipelines.',
'fbawrite',0,1,'Write Blocks to a Fixed Block Architecture Drive','','','Not implemented in Netrexx Pipelines.',
'fblock',1,1,'Block Data, Spanning Input Records',' >>--FBLOCK--number--+--------+----------------?<
                     +--xorc--+
','&#x25B6;&#x25B6;--FBLOCK--<span class=var>number</span>--+--------+-----------------</SPAN>&#x25B6;&#x25C4;
                     +--<span class=var>xorc-</span>-+
','',
'file',1,0,'Read a File','>>--FILE--string-->< ','&#x25B6;&#x25B6;--FILE--<span class=var>string</span>--&#x25B6;&#x25C4;','',
'filea',1,1,'Append to or Create a File','>>--FILEA--string-->< ','&#x25B6;&#x25B6;--FILEA--<span class=var>string</span>--&#x25B6;&#x25C4;','',
'fileback',0,1,'Read a CMS file backwards','','','Not implemented in Netrexx Pipelines.',
'filefast',0,1,'Read or write a CMS file','','','Not implemented in Netrexx Pipelines.',
'filer',1,0,'Read a File ','>>--FILER--string--><','&#x25B6;&#x25B6;--FILER--<span class=var>string</span>--&#x25B6;&#x25C4;','',
'fileslow',0,1,'Read, Create, or Append to a File','','','Not implemented in Netrexx Pipelines.',
'filetoken',0,1,'Read or Write an SFS File That is Already Open','','','Not implemented in Netrexx Pipelines.',
'filew',1,0,'Replace or Create a File','>>--FILEW--string-->< ','&#x25B6;&#x25B6;--FILEW--<span class=var>string</span>--&#x25B6;&#x25C4;','Not implemented in Netrexx Pipelines.',
'fillup',0,1,'Pass Records To Output Streams','','','Not implemented in Netrexx Pipelines.',
'filterpack',0,1,'Manage Filter Packages','','','Not implemented in Netrexx Pipelines.',
'find',1,1,'Select Lines by XEDIT Find Logic',' >>-----FIND--+----------+----------><
              +--string--+
','&#x25B6;&#x25B6;-----FIND--+----------+----------&#x25B6;&#x25C4;
              +--<span class=var>string</span>--+
','',
'fitting',0,1,'Source or Sink for Copipe Data','','','Not implemented in Netrexx Pipelines.',
'fmtfst',0,1,'Format a File Status Table (FST) Entry','','','Not implemented in Netrexx Pipelines.',
'frlabel',1,1,'Select Records from the First One with Leading String',' >>-----FRLABEL--+---------+---------><
                 +--string-+
','&#x25B6;&#x25B6;-----FRLABEL--+---------+---------&#x25B6;&#x25C4;
                 +--<span class=var>string</span>-+
','',
'fromlabel',1,1,'Select Records from the First One with Leading String',' >>-----FROMLABEL--+---------+------><
                   +--string-+
','&#x25B6;&#x25B6;-----FROMLABEL--+---------+------&#x25B6;&#x25C4;
                   +--<span class=var>string</span>-+
','',
'frtarget',1,1,'Select Records from the First One Selected by Argument Stage',' >>--+--FRTARGET----+--stage--+------------+-------><
     +--FROMTARGet--+         +--operands--+
','&#x25B6;&#x25B6;--+--FRTARGET----+--<span class=var>stage</span>--+------------+-------&#x25B6;&#x25C4;
     +--FROMTARGet--+         +--<span class=var>operands</span>--+
','',
'fullscrq',0,1,'Write 3270 Device Characteristics','','','Not implemented in Netrexx Pipelines.',
'fullscrs',0,1,'Format 3270 Device Characteristics','','','Not implemented in Netrexx Pipelines.',
'gate',1,1,'Pass Records Until Stopped',' >>--GATE--+----------+-----------><
           +--STRICT--+
','&#x25B6;&#x25B6;--GATE--+----------+-----------&#x25B6;&#x25C4;
           +--STRICT--+
','',
'gather',0,1,'Copy Records From Input Streams','','','Not implemented in Netrexx Pipelines.',
'getfiles',1,1,'Read Files','>>--GETfiles--------------------->< ','&#x25B6;&#x25B6;--GETfiles---------------------&#x25B6;&#x25C4;','',
'getovers',1,0,'Write the Contents of Objects','','','<p-note><ul><li>
Input stream 0 should contain rexx objects.  The getovers stage will
output the index and contents of the stem on stream 0.
 If output stream 1 is connected, the root is placed there.  Any
severed streams will cause then stage to exit.  Passing a non rexx
object will cause the stage to exit with return code 13.

<li>Pipes for NetRexx only.
</li></ul></p-note>
',
'getstems',1,0,'Write the Contents of Members of Stems','','','<p-note><ul><li>
Input stream 0 should contain rexx objects containing stems.  The
getstems stage will output the contents of the stem on stream 0.
If output stream 1 is connected, the root is placed there.  Any
severed streams will cause then stage to exit.  Passing a non rexx
stem object will cause the stage to exit with return code 13.

<li>Pipes for NetRexx only.
</li></ul></p-note>
',
'hash',1,0,'Read or Write a Dictionary','','','<p-note><ul><li>
      Pipes for NetRexx only.
</li></ul></p-note>
',
'help',0,1,'Display Help for Pipelines','','','Not implemented in Netrexx Pipelines.',
'hfs',0,1,'Read or Append File in the Hierarchical File System ','','','Not implemented in Netrexx Pipelines.',
'hfsdirectory',0,1,'Read Contents of a Directory in a Hierarchical File System','','','Not implemented in Netrexx Pipelines.',
'hfsquery',0,1,'Write Information Obtained from OpenExtensions into the Pipeline','','','Not implemented in Netrexx Pipelines.',
'hfsreplace',0,1,'Replace the Contents of a File in the Hierarchical File System','','','Not implemented in Netrexx Pipelines.',
'hfsstate',0,1,'Obtain Information about Files in the Hierarchical File System','','','Not implemented in Netrexx Pipelines.',
'hfsxecute',0,1,'Issue OpenExtensions Requests','','','Not implemented in Netrexx Pipelines.',
'hlasm',0,1,'Interface to High Level Assembler','','','Not implemented in Netrexx Pipelines.',
'hlasmerr',0,1,'Extract Assembler Error Messages from the SYSADATA File','','','Not implemented in Netrexx Pipelines.',
'hole',1,1,'Destroy Data','>>--HOLE----------><','&#x25B6;&#x25B6;--HOLE----------&#x25B6;&#x25C4;','',
'hostbyaddr',1,1,'Resolve IP Address into Domain and Host Name','','','Not implemented in Netrexx Pipelines.',
'hostbyname',1,1,'Resolve a Domain Name into an IP Address',' >>--HOSTBYNAME --------------+---------------+--------><
                              +--INCLUDENAME--+  (1)
','&#x25B6;&#x25B6;--HOSTBYNAME --------------+---------------+--------&#x25B6;&#x25C4;
                              +--INCLUDENAME--+  (1)
','<p-note><ul><li>
  (1) Optional parameter not present in CMS Pipelines

  <li>Arguments:  INCLUDENAME        - Also include the name of the host on output.

                                  <li> Output:   &lt;hostname&gt;/&lt;ip address&gt;
                                   <br>Example:  dns.google/8.8.8.8
</li></ul></p-note>
',
'hostid',1,1,'Write TCP/IP Default IP Address',' >>--HOSTID----+--------------------+----------------><
               +--USERid--word-(1)--+
','&#x25B6;&#x25B6;--HOSTID----+--------------------+----------------&#x25B6;&#x25C4;
               +--USERid--<span class=var>word</span>-(1)--+
','<p-note><ul><li>
     (1) The USERid option available under CMS Pipelines is not applicable and is ignored in NetRexx Pipelines
</li></ul></p-note>
',
'hostname',1,1,'Write TCP/IP Host Name',' >>--HOSTNAME--+-----------------+--+--------------------+---><
               +--INCLUDEIP--(1)-+  +--USERid--word-(2)--+
','&#x25B6;&#x25B6;--HOSTNAME--+-----------------+--+--------------------+---&#x25B6;&#x25C4;
